Source,Beer,Rating,Review
Worst,Budweiser Select 55,2.21,"this is pretty bad, but from an ice cold can, i prefer it to many of its peers in the same segment. its not metallic, its not sweet, its not overly cheap tasting to be honest, and its also not nothing, which counts for me, id rather have a little adjuncty character and a slightly appreciable lager yeast element than no flavor at all, and thats what we have here. drink it fast, because it warms up like garbage, but there are definitely worse beers than this. its not even that watery for how light it is, the high carbonation helps with that. i wouldnt make a day of it, but one in isolation is fine. it does start to taste like the can a little bit towards the bottom, and there is a decided absence of hops, even for the style, but i really cant hate on this too hard. one thing i like about it is that it does sort of taste like a classic bud, albeit a little lesser version, but you can tell its from the same family of lagers, and i find that appealing for some reason as i sip on this. more of a pounder than anything, not as bad as everyone says..."
Worst,Budweiser Select 55,2.21,"Bought as a single at Old Chicago.

Pours a pale gold, small head of foam.

Smells light..grain, weird malt and hop profile, thank goodness it's light?

Taste offers no positive surprises. Taste is light and rather inoffensive. Grainy, hint of a hint of bitterness. Better than Michelob Ultra..."
Worst,Budweiser Select 55,2.07,"I love a good full flavored full bodied beer. That being said, I cannot drink like a 21 year old anymore and have some health issues to boot. Bottom line here is that this beer won't kill me. It's low alcohol content allows me to cut my alcohol intake by more than 50%. For what it is, Bud 55 looks, smells and tastes just enough like beer to make it work for me. Am I happy about it? No."
Worst,Natural Light,2.63,"12 oz can
Consumed 21Aug, 2022
Glass: 333mL Pokal [don't make this mistake - drink it out of its can]
Temp at Pour: ice cold


Look:
Clear pale straw yellow that is full of bubbles. Initial 4-finger foamy white head dissipates fairly quickly to a ring-and-island. Good lacing is left along the glass.

Smell:
Very mild but sweet biscuit dough with a noticeable lemon note. There is also a mineral or really a metallic note as well.

Taste:
Faint sweetened corn and light but syrupy malts. The mineral/metallic note from the nose is in the taste. A very mild bitterness shows up quickly. The sip dries out a tad at the end.

Feel:
Quite watery. Well carbonated. Body is very thin.

Overall:
A somewhat passable light AAL. It doesn't really taste like much. But it's cheap, it's beer, and it kinda tastes like beer. Fine for a hot day after mowing the lawn or at the shore (where other beers cost 2-3 times as much). Drink it ice cold, drink it in it's can, and don't let it warm up.

Also known as an ""Eastern Shore Cocktail"" in parts of Maryland."
Worst,Natural Light,2.2,"Poured from a 25oz can best by December 22 2022

On the pour a surprising fine white 3 finger head formed on a straw body with fine active carbonation. Over a few mi uses the head lost half of its height but I've seen a whole lot worse retention. Some light lacing.

Aroma is bad slightly farty, possibly from crap hops or rushed lager yeast who really knows I could be both based on the smell. Then a light adjunct sweetness mixed with a little BO.

Taste is better than the aroma but a bit of rushed lager funk is still there followed by a light but corny sweetness that fades into vague syrupy light malts. For the most part it tastes like it should.

Feel is a bit uncarbonated at first but then some sort of dryness creeps in and makes you feel like it was carbonated? A bit confusing and not the greatest. Definitely light tho. Medium to short finish.

Overall it is what it is. It's certainly not ""good"" but I've consumed much more offensive things as well. It's cheap it's beer, and it tastes a bit like beer too."
Worst,Natural Light,1.13,This is a beer that's a favorite amongst a poor crowd. I can't get drunk with it and all it does is make you have to piss all night long. On top of that it tastes like they used urine instead of hops in the recipe. I think I'll pass on giving it a proper review because it's not really even worth it. Remember the generic beer back in the 80's and the beer can was white and just said beer? Well they gave it a name and it's called Natural Light. Natural Light would be a better name in the craft beer business but oh well it got slapped on the world's shittiest beer and is forever ruined
Worst,Natural Light,4,"When it is 85 degrees outside and you are at a BBQ, drinking hazy, juicy 8% DIPAS that are all the rage right now is not prudent. On days like this, I harken back to my northern NE roots and reach for a Natty. There is nothing pretentious about this beer."
Worst,Natural Light,2.9,"Anheuser-Busch ""Natural Light""
12 fl. oz. can coded ""18NOV21NB0141""
$2 @ ShopRite #519, Phila., PA

Notes via stream of consciousness: Well it's definitely light in color. It's a crystal clear straw gold beneath a short cap of white foam that's dropping before my eyes. I made sure that I have a ""beer clean"" glass so it's not that. The aroma is sweetish, and although you can tell that there's some grain there it's not much. It's brewed with ""cereal grains"" but I don't know what they are, probably rice. I also think I'm getting more fruitiness here than hops which is weird. On to the taste... it tastes like it smells. It's sweetish, very mildly grainy, a touch fruity, and with minimal hop notes. It doesn't really taste like beer to me and I wonder why people who consider themselves beer drinkers drink this. It's like sugar water to be honest. It's 4.2% ABV with just 95 calories and 3..2 grams of carb per can which is pretty good, so at least there's that. It's light bodied and gently crisp then smooth across the tongue. In the end you can tell that it's fairly well made but it's definitely not the best light beer out there, at least if you want something that taste more like beer than it does a malternative.
Review #8,068"
Worst,Natural Light,1.84,"Well it’s been a few years since we graduated college and none of us have really thought about this beer in years. Yet here we are with a Natty Light in our possession. No one has ever considered this good. We all know this is the beer you buy when you need volume on a budget. Has the taste changed since we last consumed this carbonated water that has been filter through some old pennies? Absolutely not. Light, easy to drink and instantly fills you with regret. Thoughts of “I have a job, why am I drinking this?” Enter your head as you take down this metallic can of piss water."
Worst,Natural Light,2.55,"12 ounce can poured into a tumbler style pint glass.

L: Crystal clear, pale straw, one plus inch of stark white foam last about a minute before receding to a ring.
S: Opens nice with large grain aroma then settles to floral hops and lesser grain aroma, nose mostly disappears with the head, there is an occasional off wet dog-like aroma.
T: Very little flavor, light toasted ""grainy"" malt and floral hops, aftertaste is a bit harsh.
F: Highly carbonated, opens with a crisp bite, astringent mouth coating quality, thin bodied.
O: Below average for style in my opinion."
Worst,Natural Light,1.54,"There's a time and place for cheap beer in my house. There is never a time and place for Natty. Had some at a friends house just to have something fizzy to drink and it's just rancid stuff. Give me a Bud Light, a Coors, Miller, Corona, Yuengling Light, or anything over this junk any day. It's not that it's without flavor, but that the flavor is putrid."
Worst,Natural Light,4.04,"This beer is plain and simple. Crack it open, drink, repeat. Superior drinkability and decent flavor for the best price you can find anywhere! Not sure why guys with gigantic beer guts who chug triple hopped session hazy nitro cold fermented IPA’s rate this beer because you know what you’re gettin at $18 a 30 rack!"
Worst,Natural Light,4.04,I actually like this beer. It goes down easy and has a nice clean taste about it. Usually anything from AB I really don't like but Nat is good stuff. When finished mowing the yard this will be my take a rest beer.
Worst,Natural Light,4.4,"(4.25) Smell: Citrus, mild pine, loads of grapefruit
4.25 taste: grapefruit, pine, a mild yeast character (or malt?, seems more yeast), Citra hop
4.75 feel: a nice bitterness back of palate encompassed by a soft pillowy mf

Ovr 4.5"
Worst,Natural Light,3,"majority of craft brew losers will upvote a disgusting adjunct stout or ipa, but shit all over easily drinkable and affordable, quality beer. ready for the kids to move on to some other nonsense and let the craft beer fad die out. its about time. this lager is extremely drinkable and cheap. if u prefer a 18 dollar 4 pack of lactose infused ipa shit, go blow it out your ass and die. ukraine needs blood for the cashcows, sign urself up losers."
Worst,Natural Light,2.69,"Look, I'm not gonna get on here and say that Natty Light is the best beer in the world. I don't drink Natty Light because it tastes great. But it does its job, and it does it pretty damn well. It's the go-to cheap beer that I can crush on a hot day when I'm hanging out with some pals.

Tastes like nostalgia."
Worst,Natural Light,3.2,"C'mon, we all know what this beer is so why would anyone discuss the ""body, aroma, mouthfeel, nuances ....."" It's Natural Light and I'm sure we've ALL had it.

Look, It's not going to rank up there with IPA's or German Maibachs and it's not supposed too.
THIS type of beer just like Miller Light, Bud Light, Michelob light etc. is the kind of cheap beer you grab on a hot day after mowing the grass. It's has low abv, they're light, crisp and go down quick and easy. It's a basic thirst quenching beer and there's nothing wrong with keeping a few of these in your garage fridge for those ""I need a quick beer before I start weedwacking"" moments. If it embarrasses you, put it in a coozie."
Worst,Natural Light,3.26,"16 oz. Can poured into Imperial pint glass
Look: light straw, lots of bubbles, three finger head quickly dissipates to thin foam, some lacing
Smell: Some maltiness, more sweet though
Taste: Pretty straight forward lager style, a little watered down, a little bitter on the finish
Mouthfeel: Some carbonation, light mouthfeel
Overall: Pretty average. If you want something that is cold, tastes like beer, can find at nearly any gas station and not break the bank, give it a shot.
Not the best light beer I've had, bit not the worst.
Dont worry about food pairings with this one. It is too simple to overthink."
Worst,Natural Light,1.89,"25oz can from Grocery Outlet. Pale, clear golden, fizzy, foamy head. Head looked promising, then...poof...gone. Grainy aroma, adjunct grains, corn. Taste is sweet, grainy flavors with a slight vegetal character. Hops provide a quick sting then it all fades into nothingness, which is good because I certainly wouldn't want that flavor to linger."
Worst,Sharp's,2.25,"From Notes:
Looks like Miller. Smells like Miller. Tastes like Miller with water chaser. Then another water to wash it down. Feels too light to count as beer. Overall, I don't know. This isn't my thing."
Worst,Sharp's,1.5,"I didn't think I would have anything good to say about O'douls, but it's a damn site better than this. Even for a low alcohol brew, this is just not good. I really do not like the taste, and can't get past that"
Worst,Sharp's,3,"Bottle ran me $0.99.

Medium-bodied but lacking in flavour. Amber malt, 6 row/pale malt, malt extract.

Certainly drinkable. It has a nice albeit shallow flavour. A dependable nonalcoholic beer, but not something anyone would likely crave. Probably better than Odoul's, but do we really care?

High C / AVERAGE"
Worst,Sharp's,2.23,"12 oz. can:

Pours clear pale straw yellow with a decent white head and lacing for the style.

The smell is of... well, what little smell there is is of... not much. Maybe some grain or adjunct (corn?). Clean.

The taste is of... not much. There is something that hints towards grain. An odd chemical-ish something in the very brief finish.

Watery and not terribly fizzy. Crisp as tonic water.

There are much better NA brews out there. This has virtually nothing to it except water and some bubbles.

I had this on a clean palate and I am not congested. This is too mild, even for a macro NA adjunct lager."
Worst,Sharp's,1.38,"Look: murky yellow with a lot of carbonation.
Feel: fizzy, malty, and light.
Taste: sweet and malty, a bit like pear cider. Tastes like flat beer.
Smell: Apple juice and malted corn."
Worst,Sharp's,2.68,"Pours a yellow color with a lot of carbonation and a nice head. The smell is of grains mostly corn and the taste is the same. Mouthful is watery but ok overall it is ok to drink, just a bit to watered down for me."
Worst,Sharp's,3.93,Good beer taste for non alcohol beer of course I'm not real picky on taste as much as I am price. Paid about $10 and some change for a 12 pack of cans. It gets the job done.
Worst,Sharp's,1.56,"Here comes that weak ass straw yellow you've seen bandied about in several incarnations from Miller Brewing. On top of that, you see something that can't retain a head whatsoever. Aroma was of heat pressed canned vegetables and only the slightest amount of 6 row barley.

Taste gave up the water more than anything. Hops and yeast were barely perceptible. Best part of this non alcoholic beer is that its bitterness and almost heat like mouthfeel made you think not only was it harsh, but that it drank hot! Yeah, gotta say, O'Doul's smokes this."
Worst,Sharp's,1.95,"Poured from 12 oz can into a pilsner glass (my poor pilsner glass).
Right out of the gate, it's golden but carbonated and lacking a head at all.
Smelled of malt and maybe veggies of some sort.
Tasted like barely and carrots were dipped into a glass of water. No thank you.
Mouthful was thin as water.
Overall, the worst NA I've had, and I've had quite a few."
Worst,Sharp's,1.76,"When you think this style couldn't be worse than O'Douls, you try one of these when your wife hands it to you. Honestly, these shouldn't be considered beer."
Worst,Sharp's,1.55,"A-Pours a straw color with a slight head and lacing
A-Aroma has slight malt hints
T-The taste follows the nose with a slight malt flavor
M-A light bodied well carbonated beer
O-A decent beer"
Worst,Sharp's,1.03,"this is some fabulously bad stuff.

it hardly tastes like beer. it tastes as though someone put sweet yeast rolls into a blender with a few cups of water and pulverized the stuff into drinkable form.

of the three US domestic NA brews I've tried, this is the only one that offended my palate enough that I won't give it a second try."
Worst,Sharp's,2.95,"Appearance : Pours a pale pale straw yellow color, bordering on clear. The head is 1 finger tall and actually stays around unlike the Coors N/A I tried last night. Lace is left on the sides of the glass.

Aroma : Mashed carrots, yam, peas, potato. A faint bit of plastic. Mostly just vegetal smells. Bleh.

Flavor : A faint bit of mashed veggies which disappears rather quickly and develops into more of a roasted fire corn flavor. Faint club soda and brown potato skin finish off the taste.

Mouthfeel : A bit more present than the Coors N/A that I had last night. Very carbonated, on the heavy side of light bodied, ends sparkling like club soda.

Overall : Not absolutely horrid, I could possibly get used to this for how cheap it is while I heal from my yeast overgrowth. Soon I'll be doing actual beer reviews again, but for now it's time to explore the world of near-beers."
Worst,Keystone Light,3.5,"You cannot beat a Keystone. I’m telling you if your looking to be complex this is not for you but for those who are looking for a beer to drink all day long at the beach and not gain 30 pounds this is it. It gets a bad rap for being “cheap horse piss” but seriously the flavor is better than most cheap light beers (the exception being Miller Lite which is probably equal), it drinks well and you can’t beat the price. And who doesn’t love the marketing genius that invented Keith Stone? I love good beer, I love craft beer and trying new things but when it’s hot and I know I’m going to down a pack or two I’ll always grab a stone."
Worst,Keystone Light,2.16,"Poured from an undated 12oz can

On the pour a cloudy completely white head forms which recedes to 1cm relatively quickly then slows down and receded to a decent cap over a few minutes, it never goes headless. Carbonation is strong on a golden straw body. It tries to lace but the ring becomes saggy.

Aroma is essentially all cheap lager off flavor. Likely mistreated yeast, but it comes off as a bit tart. Behind that is a hint of malt and corn. Very light and no real hops to be picked up on.

Flavor is similar to the aroma however loses a lot but not all of the tartness. Behind that is a slight bitterness and a sweet corny maltiness. Overtime converts to a dry finish. Not the worst but pretty boring. It's light as it promised.

Feel is decent for the pricepoint. Smooth and almost creamy from the head with a decently long finish, and once you get over the smell a pretty good crispness. Once again very light.

Overall a decent but flawed cheap ass beer. Pretty close to piss water with a hint of grain. For a light beer I'd say it's pretty good. It's been a long time since I've had coors light, and honestly I'd say this has more flavor."
Worst,Keystone Light,2.91,"I try not to be snobby when it comes to beer. Or rather, I try to meet beer on its own terms. Craft beers are trying for depth, complexity, and deliciousness. They hold themselves to an elevated standard - they're meant to be a great experience, not just a beverage.

Macro beer is different. Much like fast food is to fine dining, macro beer is designed to be cheap, plain, and inoffensive. Most macros, including this one, are just that. White bread and mineral flavors, no real head or hops profile, highly carbonated and refreshing cold. There are, of course, bad beers in the cheap category. Ones that fail to be boring, and are instead gross (Steel Reserve, for instance.) This brew, Keystone Light, serves its purpose; to be a casual beverage, much like tea or soda. A lot less sugar, so it's probably better for you than soda, actually, unless you're killing a case.

When I come home from a long day of work, and I don't feel like writing tasting notes or looking through the china cabinet for the right glass, I'll happily knock back a few cans of this, or maybe some Miller Lite, for a decent buzz and a deeper sleep. All things have a place in this universe, after all."
Worst,Keystone Light,1.63,"What can I say, it’s watery, tastes like beer-flavored mineral water. Goes down real easy, especially on a hot summer day in Texas.
Would recommend as a quick refresher.
Taste is water with some minerals, a hint of corn, and not much else. Almost like watered down Coors light. Go figure haha."
Worst,Keystone Light,1.14,"Used to drink this beer in college only because a keg could be purchased at certain gas stations for $49.99……yeah. It made for a cost effective beer for Beer Pong.

Goes down like water, has that metallic like taste of Coors Light (Keystone is brewed by Coors). Sweet smelling, light golden in color. Always left me with a terrible headache in the morning.
Overall, its bottom of the barrel Coors Light.

I cant imagine why anyone would still be drinking this beer if they are out of High School or college."
Worst,Keystone Light,2.62,"12oz can (dated June 8 2019, I think) poured into 16oz tulip. The appearance was the expected very pale straw yellow of the style, with about 1/3 inch of white head that had very low retention and no lacing.

The aroma was also as expected: sorta sweet, very soft grains, almost no noticeable hops.

Same on the tongue, just a bland, basic beeriness.

The body was the expected thin and watery that typifies the style, with a semi-sweet finish.

Drinkability was, again, as expected; fine as a quick lawnmower beer, and not much else.

Overall, we all know what this is. Nor surprises. for tickers only."
Worst,Keystone Light,4.42,"KeyStone Light is made by Coors Brewing Company.

The packaging is pretty unique and vibrant. It's not expensive at all for a 15 pack but I highly recommend not getting the ice version as it'll give you a nasty hangover.

The alcohol is standard but the flavor is pretty good. It's very light, almost like water with a beer aftertaste. It doesn't really smell at all. It has a light scent but nothing that'll stink up the place.

Overall, I do recommend this beer for the price and insignificant taste and smell. They're easy to drink and good for the price."
Worst,Keystone Light,5,Best beer money can buy. Absolutely cannot change my mind. Every time I crack a can I feel like I'm sitting on the summit of the tallest mountain in the Rockies.
Worst,Keystone Light,3.51,I have drank Keystone Light for years as my regular go to and it is average. The key factor over the many years is simply the volume I consume vs the price. the stuff is at least around here gets down to 10 bucks for a 30 pack compare that to many of the other domestic budget beers range from 13-17 for a 30 pack. If you are only drinking 1 can ever and not drinking an excessive amount on a daily basis I understand the current overall score of 45 but I got to say there is not much better of a beer for bonfires and drunk out door parties when your footin the bill on the tab.
Worst,Natural Ice,4.24,just a good all bargain american ice lager. Very smooth and delicate flavor. The snobs will hate it but its a great value and delicious on a hot summer day.
Worst,Natural Ice,1.79,"What sort of unfortunate turns of events led me to drink this? I … just don’t. Even if that’s all there is available. Although it’s nickname is “Natty Ice,” this was just plain nasty."
Worst,Natural Ice,2,"Came in hyped then let down. I guess PBR is the best unknown secret. It's hard to compare the full body of PBR to the competition. Drink PBR bro, aka Pabst Blue Ribbon."
Worst,Natural Ice,2.61,"Definitely not as bad as I was expecting, but not nearly as good as Icehouse for direct comparison. Some okay malt sweet bready notes in the flavor. The aftertaste was a bit bothersome - metallic and dry. Otherwise drinkable."
Worst,Natural Ice,1.87,"Pours and looks like an American style lager, but the head fades quickly. Nose is insanely sweet. Tastes like bitter sugar, maybe a Gummi that has turned bad. Overall, I would not recommend this to anyone I like. It'll do, I guess, if your senses of taste and smell have gone dormant and you want a cold high alcohol beverage."
Worst,Natural Ice,2.98,"Natty ice!! Yes even anheuser busch on there website now refers to natural ice as Natty Ice. It’s a very budget friendly bottom tank beer that when drank ice cold is good. It’s not meant to be in any class of craft brews, but it does stand on par with higher price American Adjunts of higher prices. All in all for a ICE beer if drank cold like mentioned above it’s one of the best ice beers to drink"
Worst,Natural Ice,2.25,"From a 25oz silo:

Appearance: Clear, yellow gold, good head at first, then fizzles out.

Smell: A little barley, then seltzer and clay.

Taste: Mild sweetness, then some fruitiness like grape or apple that reminds me I'm drinking a mediocre high abv beer. Finishes with some nondescript bitterness.

Overall: Picked up a silo out of curiosity and for a cheap lager to kick off a football Saturday. Was a little better than I expected but not as good as an Icehouse or Mickey's or OE800 for a cheapo beer."
Worst,Natural Ice,2.24,"Look - poured from a 12 oz can. Pale yellow in color, with actually a sizable head that has some retention, which mostly dissipates after about a minute.

Smell - corn, syrup, and just a tad bit of funkiness. some alcohol comes through in the smell as well if it's warm enough.

Taste - when drank cold, tastes like just about any other adjunct: light, slightly sweet, and a subtle malty finish. however, if it warms, the beer really does taste nasty. in particular, the booziness really comes through, which is rough and reminiscent of gasoline. just drink it cold.

Feel - light bodied, high carbonation, and boozy for its type at 5.9%

Overall - despite the fact that I wrote a full review, Natty Ice really isn't meant to be analyzed. When it's cold, it drinks like any adjunct lager and gets you where you want to be quicker. however, if you sit around and start trying to pick out the flavors, that's when it starts to get nasty. Bottom line: it does what it's supposed to do."
Worst,Natural Ice,3.44,"For Ice beers this is my favorite. If we think of the context of what Natural Ice is which is a get drunk quick scheme beer is the best of all ice beers., It is CHEAP and will get the party starting."
Worst,Natural Ice,2.96,"Pours 10k gold with a generous but quickly dissipating head. Lightly carbonated, but then again I have this chilled in the mid 30's. Pale malt and a touch of corn dominate the nose. Though not visibly carbonated, there is a fine bubbly fizzation on the tongue, much akin to champs. Mightily crisp, clean, refreshing and quite satisfying, this quencher was far more enjoyable than anticipated. At 2 bucks for the 25 oz or about 6 bucks a six-pack, it's a bit overvalued, but nonetheless enjoyed it on a curiosity powered goof.."
Worst,Natural Ice,5,This beer is phenomenal. I love the smooth sessionable mild lager taste and the price is unbeatable. You just can’t go wrong with Natural Ice in my book!
Worst,Natural Ice,2.88,"This beer is fine.
The taste isn't really great if you stop and think about it, but this beer is not the kind of beer that's made to be analyzed. This beer is like an average main stream comedy movie. It's rude and too much, but it's just there to be enjoyed.
This is blue collar construction worker beer after you get home or when you legitimately want to get a nice buzz on after a hard work week."
